state,sex,age_group,death_month,all_cause_deaths
ES,Male,65-69,10,136
ES,Male,70-74,10,136
ES,Male,75-79,10,119
ES,Male,80-84,10,100
ES,Male,85-89,10,84
ES,Male,90+,10,85
ES,Male,0,11,25
ES,Male,1-4,11,4
ES,Male,5-9,11,2
ES,Male,10-14,11,6
ES,Male,15-19,11,19
ES,Male,20-24,11,33
ES,Male,25-29,11,32
ES,Male,30-34,11,39
ES,Male,35-39,11,40
ES,Male,40-44,11,46
ES,Male,45-49,11,77
ES,Male,50-54,11,88
ES,Male,55-59,11,96
ES,Male,60-64,11,138
ES,Male,65-69,11,155
ES,Male,70-74,11,149
ES,Male,75-79,11,144
ES,Male,80-84,11,129
ES,Male,85-89,11,119
ES,Male,90+,11,91
ES,Male,0,12,33
ES,Male,1-4,12,3
ES,Male,5-9,12,2
ES,Male,10-14,12,6
ES,Male,15-19,12,24
ES,Male,20-24,12,37
ES,Male,25-29,12,37
ES,Male,30-34,12,37
ES,Male,35-39,12,47
ES,Male,40-44,12,62
ES,Male,45-49,12,66
ES,Male,50-54,12,95
ES,Male,55-59,12,115
ES,Male,60-64,12,164
ES,Male,65-69,12,179
